HLLG #,Read bibliography
2877,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 786

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 76."
2878,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 787

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 77."
2879,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 789

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 73."
2880,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 790

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 73."
2881,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 793

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 76."
2882,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 796


Ponsich, M. 1979: Implantation rurale antique sur le Bas Guadalquivir. T II. La Campana- Palma del Río-Posadas, París, 223."
2883,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 798
Ponsich, M. 1979: Implantation rurale antique sur le Bas Guadalquivir. T II. La Campana- Palma del Río-Posadas, París, 28."
2884,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 799

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 53."
2885,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 800

Ponsich, M. 1991: Implantation rurale antique sur les Bas Guadalquivir. T. IV: Écija, Dos Hermanas, Los Palacios y Villafranca, Lebrija, Sanlúcar de Barrameda, Madrid, 189."
2886,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 801

Ponsich, M. 1991: Implantation rurale antique sur les Bas Guadalquivir. T. IV: Écija, Dos Hermanas, Los Palacios y Villafranca, Lebrija, Sanlúcar de Barrameda, Madrid, 191."
2887,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 803; Carr 2002, 211

Ponsich, M. 1991: Implantation rurale antique sur les Bas Guadalquivir. T. IV: Écija, Dos Hermanas, Los Palacios y Villafranca, Lebrija, Sanlúcar de Barrameda, Madrid, 177"
2888,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 804

Ponsich, M. 1991: Implantation rurale antique sur les Bas Guadalquivir. T. IV: Écija, Dos Hermanas, Los Palacios y Villafranca, Lebrija, Sanlúcar de Barrameda, Madrid, 170- 171."
2889,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 805"
2890,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 806

Ponsich, M. 1991: Implantation rurale antique sur les Bas Guadalquivir. T. IV: Écija, Dos Hermanas, Los Palacios y Villafranca, Lebrija, Sanlúcar de Barrameda, Madrid, 174.

Carr 2002, 211"
2891,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 807

Ponsich, M. 1991: Implantation rurale antique sur les Bas Guadalquivir. T. IV: Écija, Dos Hermanas, Los Palacios y Villafranca, Lebrija, Sanlúcar de Barrameda, Madrid, 170.

Carr 2002, 211"
2892,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 814

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 198"
2893,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 815

Ponsich, M. 1979: Implantation rurale antique sur le Bas Guadalquivir. T II. La Campana- Palma del Río-Posadas, París, 90."
2894,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 816

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 168-170."
2895,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 819

Ponsich, M. 1991: Implantation rurale antique sur les Bas Guadalquivir. T. IV: Écija, Dos Hermanas, Los Palacios y Villafranca, Lebrija, Sanlúcar de Barrameda, Madrid, 150- 151."
2896,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 820

Ponsich, M. 1991: Implantation rurale antique sur les Bas Guadalquivir. T. IV: Écija, Dos Hermanas, Los Palacios y Villafranca, Lebrija, Sanlúcar de Barrameda, Madrid, 150- 151."
2897,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 821

Ponsich, M. 1991: Implantation rurale antique sur les Bas Guadalquivir. T. IV: Écija, Dos Hermanas, Los Palacios y Villafranca, Lebrija, Sanlúcar de Barrameda, Madrid, 134."
2898,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 822

"
2899,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 825

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 273"
2900,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 827

García-Entero, Los balnea, 663

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 131."
2901,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 835

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 241."
2902,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 836

Ponsich, M. 1974: Implantation rurale antique sur les Bas Guadalquivir. T I. Séville-Alcalá del Río-Lora del Río-Carmona, París, 241."
2903,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 959

A. Carvalho, ""Evidências arqueológicas da produção de vinho nas villae romanas do território português: graínhas de uva, alfaias vitícolas e lagares de vinho,"" in Économie et territoire en Lusitanie romaine, ed. J. G. Gorges and F. G. Rodríguez Martín, (1999), 361-390. "
2904,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 961

Carlos Fabião, Catarina Viegas, and Vera de Freitas, ""The Lusitanian Amphorae from the Roman Villa of Vale da Arrancada (Portimão, Algarve, Portugal), in Lusitanian Amphorae: Production and Distribution, ed. Inês Vaz Pinto, Rui Roberto de Almeida, and Archer Martin (Roman and Late Antique Mediterranean Pottery 10), 257-272 (Oxford: Archaeopress, 2016). "
2905,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 965

A. Carvalho, ""Evidências arqueológicas da produção de vinho nas villae romanas do território português: graínhas de uva, alfaias vitícolas e lagares de vinho,"" in Économie et territoire en Lusitanie romaine, ed. J. G. Gorges and F. G. Rodríguez Martín, (1999), 361-390. "
2906,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 966

Susana Rodrigues Cosme, ""O lagar romano de Aldeia Nova/Olival dos Telhões (Almendra, Vila Nova de Foz Côa),"" Douro 6.12 (2001), 55-62.

Martín Viso, ""Castra y elites,"" 264"
2907,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 967

António do Nascimento Sá Coixão, “Moedas Romanas Encontradas nos Termos de Numão e Freixo de Numão,” Côavisão cultura e ciência 1 (1999), 67-73, at 71

A. Carvalho, ""Evidências arqueológicas da produção de vinho nas villae romanas do território português: graínhas de uva, alfaias vitícolas e lagares de vinho,"" in Économie et territoire en Lusitanie romaine, ed. J. G. Gorges and F. G. Rodríguez Martín, (1999), 361-390. "
2908,"Maria Pilar dos Reis and Fernando Santos, ""A villa romana
do Prado Galego. Breves notas sobre a campanha de 2006,"" III congresso de arqueologia trás-os-montes, alto douro e beira interior (2006), vol. 3, 81-84."
2909,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 968

J. V. Antunes and P. B. D. Faria, ""Estações romanas na Região demarcada a sul do Douro,"" Douro 1.3 (1997), 11-16."
2910,"Brochado de Almeida, C. A. et al. 1999b: «Rastreio das antigas ocupações humanas no território meridional da Vila da Meda», Douro IV (7), 200-202.

Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 969"
2911,"C. A. Brochado de Almeida, ""Rastreio das antigas ocupações humanas no território meridional da Vila da Meda"", Douro 7 (1999), 179-207, at 186-189.

Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 970"
2912,"Brochado de Almeida, C. A. et al. 1999b: «Rastreio das antigas ocupações humanas no território meridional da Vila da Meda», Douro IV (7), 192-196.

Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 971"
2913,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 973

Brochado de Almeida, C. A. et al. 1999b: «Rastreio das antigas ocupações humanas no território meridional da Vila da Meda», Douro IV (7), 201-204"
2914,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 980

António do Nascimento Sá Coixão, “Moedas Romanas Encontradas nos Termos de Numão e Freixo de Numão,” Côavisão cultura e ciência 1 (1999), 67-73, at 71

António do Nascimento Sá Coixão, ""A villa rústica romana do Rumansil I (Murça do Douro),"" in Um projecto a investigação a musealização e um circuito, Freixo de Numão, 1980-1996 (Freixo de Numão, 1997), 63-69."
2915,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 982"
2916,
2917,"Encarnação, J. D., Cardoso, G. 1992-1993: «A villa romana de Freiria e o seu enquadramento rural», StHistAnt 10-11, 205-206.

Noé Conejo Delgado, ""Moneta in rure: usos y formas de la moneda romana en el ager de Olisipo (Lisboa, Portugal),"" Espacio, tiempo y forma. Serie I, Prehistoria y arqueología 12 (2019), 117-149

Guilherme Soares Sarmento, ""Povoamento tardo-romano na localidade de Casais Velhos, Areia,"" maybe a masters thesis?

García-Entero, Los balnea, 447"
2918,"Fernando Lanhas and D. Domingos de Pinho Brandão, ""Inventário de objectos e lugares com interesse arqueológico,"" Revista de Etnografia 24 (1969), 304-313. "
2919,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 998"
2920,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 999"
2921,"Bugalhão, J. 1998: «O povoamento rural romano no Alentejo: contribução da arqueologia preventiva», RPA 1-2, 123-136."
2922,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1012"
2923,"Antonio Carvalho, ""A Torre Medieval de Santa Catarina de Sitimos: Elementos para o estudo do sistema defensivo de Alcacer do Sal em contexto Almoada,"" Al-Madan Online 15 (2007), 1-7

Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1013"
2924,
2925,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1015"
2926,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1016

O Vinho na Lusitania, 285"
2927,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1017

O Vinho na Lusitania, 325"
2928,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1018"
2929,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1019-1020"
2930,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1021-1023"
2931,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1024"
2932,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1025; García-Entero, Los balnea, 111

Fernando Russell Cortez, ""As escavações arqueológicas do ‘castelum’ da Fonte do Milho,"" Anais do Instituto de Vinho do Porto 12 (1951), 17-88."
2933,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1027"
2934,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2, 1028"
2935,
2936,"Yolanda Peña Cervantes (2010), ""Torcularia,"" vol. 2,1030"
2937,
2938,
2939,"António do Nascimento Sá Coixão, “Moedas Romanas Encontradas nos Termos de Numão e Freixo de Numão,” Côavisão cultura e ciência 1 (1999), 67-73, at 71

António do Nascimento Sá Coixão, ""A Romanização do Aro de Freixo de Numão,"" In Arqueologia da Antiguidade na Península Ibérica. Actas do 3º Congresso de Arqueologia Peninsular. Vol. 6, 421-440. (Porto)"
2940,"António do Nascimento Sá Coixão, “Moedas Romanas Encontradas nos Termos de Numão e Freixo de Numão,” Côavisão cultura e ciência 1 (1999), 67-73, at 71

António do Nascimento Sá Coixão, ""A Romanização do Aro de Freixo de Numão,"" In Arqueologia da Antiguidade na Península Ibérica. Actas do 3º Congresso de Arqueologia Peninsular. Vol. 6, 421-440. (Porto), at 423-425.

García-Entero, Los balnea, 445"
2941,"António do Nascimento Sá Coixão, “Moedas Romanas Encontradas nos Termos de Numão e Freixo de Numão,” Côavisão cultura e ciência 1 (1999), 67-73, at 71"
2942,"Luísa Batalha, Guilherme Cardoso, and Isabel Luna, ""Uma Ocupação da Antiguidade Tardia na Aldeia do Penedo (Runa, Torres Vedras),"" Al-Madan Online II Series 23 (2020), 160-161.

Eurico de Sepúlveda, Élvio Melim de Sousa e Vítor Cordeiro de Sousa, ""Cerâmicas finas romanas do Museu Municipal Leonel Trindade (Torres Vedras) II: a terra sigillata,"" Revista Portuguesa de Arqueologia 6.1 (2003), 299-321 "
2943,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 37-39

Lluís Piñol Masgoret, ""Els nivells tardo-romans i visigòtics del carrer Merceria, 11. El canvi funcional de les estructures alto-imperials de la part alta de Tarragona,"" Butlletí Arqueològic 17 (1995), 179-227"
2944,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 45-54"
2945,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 57

A. Balil Illana, Excavaciones en la ‘Torre de Pilatos’ (Tarragona). Campaña de excavaciones de 1962, Excavaciones Arqueológicas en España 65, Madrid.
"
2946,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 63-65"
2947,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 66-67"
2948,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 71"
2949,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 72-74"
2950,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 74"
2951,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 76-77

Xavier Aquilué, ""Referent a les estructures de l'antiguitat tardana de la Plaça de Rovellat (Tarragona),"" Annals de l'Institut d'Estudis Gironins 37 (1996-1997), 1169-1185
"
2952,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona"
2953,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona

Moisés Díaz García, ""Intervenció al carrer del gasòmetre núm. 37. Noves troballes a l'entorn del fòrum de la colònia,"" Butlletí Arqueològic, V, 30 (2008), 75-86

Maria Adserias Sans, Josep Maria Macías, Joan Menchon i Bes, and Josep M. Puche, ""Transformació urbana de Tarraco al s. IV dc. Noves dades arqueològiques,"" Annals de l'Institut d'Estudis Gironins 37 (1996 - 1997), 923-938, at 927"
2954,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 83"
2955,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 84-85"
2956,"Remolà Vallverdú, J.A. 2000, Las ánforas tardo-antiguas en Tarraco (Hispania Tarraconensis. Instrumenta, vol. 7, Barcelona, 86-89"
2958," Iván Muñiz López y Alejandro García Álvarez-Busto, ""El castillo de Gauzón (Castrillón, Asturias) y la fortificación del paisaje entre la Antigüedad Tardía y la Edad Media,"" in Raúl Catalán Ramos, Patricia Fuentes Melgar y José Carlos Sastre Blanco, eds. Fortificaciones en la tardoantigüedad (Madrid: La Ergástula, S.L., 2014), 215-228."
2959,"Jesús García Sánchez and Miguel Cisneros Cunchillos, ""Tisosa: Un establecimiento suburbano de Segisamo (Sasamón, Burgos),"" Archivo Español de Arqueología 87 (2014), 123-140.

Jesús García Sánchez, ""Metodologías de prospección a escala regional y arte-factual en la comarca. La prospección del Ager Segisamonensis, comarca Odra-Pisuerga (Burgos),"" Complutum 24.1 (2013), 9-28. "
2960,"Josep María Burriel Alberich and Miquel Rosselló Mesquida, ""Un vertedero bajoimperial en la C/ Conde de Trénor, 13-14 (Valencia). Estudio de sus materiales,"" Saguntum 32 (2000), 169-184. "
2961,"Jaime Molina Vidal, ""Tráfico marítimo bajoimperial y tardo-antiguo en la bahía portuaria de l’Albufereta (siglos III-VI d.C.),"" in Carta Arqueológica Subacuática de Alicante I, Fondeadero de Lucentum (Bahía de 'Albufereta, Alicante), ed. Rafael Azuar and Omar Inglese, 2017, 203-218.


Carlos de Juan Fuertes, ""La bahía de l'Albufereta (Alicante). Una ""statio"" náutica en el levante peninsular,"" Sagunrum 41 (2009), 129-147. 

"
2962,"Carmen García Merino, “Tres yacimientos de época romana inéditos en la provincia de Soria”, BSAA 33 (1967) 167-199, at 167-187.

Enrique Cerrillo Martín de Cáceres, ""Cerámicas estampilladas de Salvatierra de Tormes (Salamanca): contribución al estudio de las cerámicas tardorromanas del Valle del Duero,"" Zephyrus 26-27 (1975-1976), 455-472, at 461

Eusebio Dohijo, La Antigüedad Tardía en el Alto Valle del Duero, BAR International Series 2199 (Oxford: BAR, 2011), 59-60"
2963,"Regueras Grande, ""Villas romanas del Duero: Historia y patrimonio,"" 43

J. M. Abascal, “Un probable taller local de cerámica pintada y tardorromana en Tarancueña, Soria” Lucentum 5 (1986), 137-147.

J. M. Abascal, “Cerámica pintada romana,” Revista de Arqueología 5 (1984) 43-52. 

Eusebio Dohijo, La Antigüedad Tardía en el Alto Valle del Duero, BAR International Series 2199 (Oxford: BAR, 2011), 134-135

Victor Fernández Martínez, ""Excavaciones en la “villa” tardorromana de Huerta del Río (Tarancueña, Soria). Campaña 1979,"" Celtiberia 60 (1980), 287-289"
